rating,date,variation,verified_reviews,feedback,p_verified_reviews
5,2018-07-30,Configuration: Fire TV Stick,"I used to use my laptop for anything show watching, including Netflix, but I am glad I bought this. This is super easy to set up and has everything you need with quick and easy access. Definitely worth the buy.",1,used use laptop anything show watching including netflix glad bought super easy set everything need quick easy access definitely worth buy
2,2018-07-30,Configuration: Fire TV Stick,I just think that it's to darn confusing. And there are parts that i would try and just wouldn't work. I just don't like it. Not what i thought it would be.,0,think 's darn confusing parts would try would n't work n't like thought would
5,2018-07-30,Configuration: Fire TV Stick,"Easy to set up and use,",1,easy set use
1,2018-07-30,Configuration: Fire TV Stick,I will never buy anything Amazon makes again!This fire stick is not even a year old and it does nothing but restart and freeze up constantly. No warranty from Amazon in this should have been my first clue that it was a horrible device. I will never buy anything built by Amazon again.,0,never buy anything amazon makes fire stick even year old nothing restart freeze constantly warranty amazon first clue horrible device never buy anything built amazon
5,2018-07-30,Configuration: Fire TV Stick,Great buy. Recommend getting Kodi with some movie addons,1,great buy recommend getting kodi movie addons
5,2018-07-30,Configuration: Fire TV Stick,The firestick is easy to use and was super easy to set up.  I like the platform and feel it is better than I expected.  I was worried about it lagging but it has not at all.  I’m hoping to utilize the firestick to eventually break away from cable and now I’m more confident that it can happen.,1,firestick easy use super easy set like platform feel better expected worried lagging hoping utilize firestick eventually break away cable confident happen
5,2018-07-30,Configuration: Fire TV Stick,Works much easier than our 3 year old one. Better internet resemption,1,works much easier year old one better internet resemption
5,2018-07-30,Configuration: Fire TV Stick,Works amazing! I love how you can download almost anything. Some apps I couldn’t download on my Apple TV but I was able too on here!!!,1,works amazing love download almost anything apps download apple tv able
5,2018-07-30,Configuration: Fire TV Stick,"The Fire TV Stick was easy to set up and use. Only downfall is, subscriptions are needed to view premium content.",1,fire tv stick easy set use downfall subscriptions needed view premium content
5,2018-07-30,Configuration: Fire TV Stick,Prime video,1,prime video
5,2018-07-30,Configuration: Fire TV Stick,Love it! It's everything I wanted and more,1,love 's everything wanted
5,2018-07-30,Configuration: Fire TV Stick,"I like the way you can watch anything and everything , for some live shows you need a cable provider",1,like way watch anything everything live shows need cable provider
4,2018-07-30,Configuration: Fire TV Stick,Es  excelente funciona genial,1,es excelente funciona genial
2,2018-07-30,Configuration: Fire TV Stick,Was loving it but starting in June Hulu stopped working and crunchyroll doesn’t work either. Probably will switch to something else soon.,0,loving starting june hulu stopped working crunchyroll work either probably switch something else soon
5,2018-07-30,Configuration: Fire TV Stick,Puts the pep back in my old TV.  All of the software was expired and I enjoy NETFLIX and Amazon Prime Video.  Now I have all of my favorite Video on the TV again......,1,puts pep back old tv software expired enjoy netflix amazon prime video favorite video tv
4,2018-07-30,Configuration: Fire TV Stick,Haven't used it enough,1,n't used enough
5,2018-07-30,Configuration: Fire TV Stick,The Fire Stick has been amazing! Easy  setup and easy to use! An awesome deal on Prime Day!,1,fire stick amazing easy setup easy use awesome deal prime day
5,2018-07-30,Configuration: Fire TV Stick,Love the fire stick and the amazon customer service!!!,1,love fire stick amazon customer service
5,2018-07-30,Configuration: Fire TV Stick,Easy to use and setup.,1,easy use setup
5,2018-07-30,Configuration: Fire TV Stick,Great streaming device,1,great streaming device
5,2018-07-30,Configuration: Fire TV Stick,"Works as expected, very easy to setup and use",1,works expected easy setup use
5,2018-07-30,Configuration: Fire TV Stick,Awesome product!,1,awesome product
4,2018-07-30,Configuration: Fire TV Stick,"The selection is wonderful and the ease of use on the home page is nice. I wish, however, it didn't keep overcoming my settings for my other devices attached to my TV.  I have to keep switching back after any switches in programming, including my stereo.",1,selection wonderful ease use home page nice wish however n't keep overcoming settings devices attached tv keep switching back switches programming including stereo
5,2018-07-30,Configuration: Fire TV Stick,Bought the 2nd firestick for bedroom. Easily installed and set up. Works great,1,bought nd firestick bedroom easily installed set works great
5,2018-07-30,Configuration: Fire TV Stick,Great interface.  i enjoy the voice remote,1,great interface enjoy voice remote
5,2018-07-30,Configuration: Fire TV Stick,I liked it was linked to prime,1,liked linked prime
